CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD,SNID,logMstar,z_use,mu_obs,mu_lcdm_67p4,mu_resid_67p4,mu_resid_centered,H0_proxy_centered,logMstar_proxy,Reff_kpc,stellar_age_Gyr,sigma_v_km_s,sSFR,logsSFR,metallicity,morphology,Reff_kpc_was_missing,stellar_age_Gyr_was_missing,sigma_v_km_s_was_missing,logsSFR_was_missing,metallicity_was_missing,D_MR_age,D_sigma_age,D_hybrid,D_reg,logD_reg,F_fill,G_absorb,G_sat,G_overflow,well_regime
20376,1,0.2084,0.00129,0.20831,0.00081,0.20961,0.00081,20.4769,0.270839,39.7299,0.272182,-9.0,0,0,0.16064,0.039481,-1.19101,0.62939,20.9688,0.0513904,7.35363e-05,3.48064e-06,0.00570106,-6.88038e-07,-1.05153e-07,319.396,-0.5239,-9,-9,0.071,-22.4733,250,0.0510248,10.717,0.12,54415.2,0.5351,23,46.5523,0.00255196,0.1204,0.0147,-0.233,0.009,1.0,0.015,20376,10.717,0.2084,39.7299,40.1384019322438,-0.4085019322437944,-0.2283551703537671,74.87398198512528,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,4.184560574539578,1.0,2.0456200170093273,2.0456200170093273,0.31082496474166665,1.7788000147907195,0.017436951388811517,0.9825630486111885,0.4301889534677332,overflowing
15467,1,0.20856,0.00101,0.20847,3e-05,0.20978,3e-05,20.6228,0.144273,39.8758,0.146778,-9.0,0,0,-0.063565,0.034333,0.82038,0.26734,20.3503,0.0473706,0.00012998,5.671e-06,0.00242037,-7.24207e-07,-1.4498e-07,320.02,-0.1774,-9,-9,0.702,-23.1925,250,0.0485495,10.43,0.044,54038.9,0.1988,32,27.5629,0.6908,0.0854,0.0115,-0.0073,0.001,1.0,0.003,15467,10.43,0.20856,39.8758,40.14026903655843,-0.264469036558431,-0.0843222746684037,70.06874702419833,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,2.160975578902776,1.0,1.4700258262294932,1.4700258262294932,0.16732496474166628,1.2782833271560812,0.152048203718115,0.847951796281885,0.18459980047012375,overflowing
200132,15,0.20868,0.01005,0.20856,0.01,0.21,0.01,20.8504,0.237981,40.1034,0.239508,-9.0,0,0,-0.034298,0.032516,0.39874,0.20429,20.7462,0.0531945,9.0269e-05,4.42264e-06,0.00146984,-3.09378e-07,-1.07603e-07,334.494,-0.6969,-999,-999,-9.0,-29.0471,250,0.0748088,9.056,0.742,55841.2,0.1484,20,15.2348,0.76282,0.0757,0.1145,0.0082,0.002,1.0,0.009,200132,9.056,0.20868,40.1034,40.14166849762595,-0.0382684976259497,0.1418782642640774,63.137043824448476,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.09133765533966444,1.0,0.3022212271999031,0.3022212271999031,-0.519675035258334,0.2628010671303505,0.9999134330186715,8.656698132842723e-05,0.0,filling/absorbing
15259,1,0.2087,0.00101,0.20857,0.00011,0.21003,0.00011,20.6109,0.195843,39.8639,0.197696,-9.0,0,0,-0.004374,0.034117,0.48151,0.27825,20.5606,0.0469005,0.000107096,4.62622e-06,0.000464302,-3.43142e-07,-1.10004e-07,337.544,-0.4078,-9,-9,0.097,-30.4528,250,0.0577534,9.789,0.256,54026.3,0.2838,50,56.5449,0.24385,0.0941,0.0115,-0.0182,0.005,1.0,0.01,15259,9.789,0.2087,39.8639,40.14190166894058,-0.2780016689405826,-0.0978549070505554,70.50677947553646,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.49391231972637123,1.0,0.7027890152266304,0.7027890152266304,-0.15317503525833376,0.6111208828057656,0.9691482305091562,0.03085176949084376,0.0,filling/absorbing
140152,15,0.20879,0.00142,0.20864,0.001,0.208,0.001,20.6268,0.157351,39.8798,0.15965,-9.0,0,0,-0.097862,0.026351,1.42408,0.16457,20.207,0.0319931,0.000148326,4.37067e-06,0.000281034,-2.90687e-07,-9.15236e-08,162.393,57.6157,-999,-999,21.8087,-38.6812,250,0.0077385,9.694,0.744,55639.3,0.1635,25,20.7492,0.70651,0.0679,0.0162,0.0405,0.004,1.0,0.006,140152,9.694,0.20879,39.8798,40.14295068477236,-0.2631506847723557,-0.0830039228823284,70.02621955690705,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.39687145096943477,1.0,0.6299773927766735,0.6299773927766735,-0.20067503525833325,0.5478064285014553,0.9854116040271323,0.0145883959728676,0.0,filling/absorbing
16482,1,0.20948,0.00101,0.20937,4e-05,0.21077,4e-05,20.5883,0.260744,39.8413,0.262138,-9.0,0,0,-0.022826,0.047358,-2.22105,1.17739,20.8143,0.0560926,8.47816e-05,4.38009e-06,0.025336,-2.34821e-06,-1.38305e-07,328.71,0.9337,-9,-9,12.441,-28.4436,250,0.0599906,11.5,0.103,54058.5,0.6304,19,14.8229,0.73378,0.1723,0.0115,-0.0835,0.005,1.0,0.003,16482,11.5,0.20948,39.8413,40.150979306580375,-0.309679306580378,-0.1295325446903507,71.54287778154378,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,25.38924923936908,1.0,5.038774986228003,5.038774986228003,0.7023249647416664,4.381543466285221,3.225493127734236e-05,0.9999677450687227,0.7717450302278906,overflowing
550154,15,0.21015,0.00142,0.21003,0.001,0.211,0.001,20.8949,0.146409,40.1479,0.148877,-9.0,0,0,-0.099573,0.030943,0.087898,0.29478,20.6368,0.0376398,9.98382e-05,3.46114e-06,0.000654154,-2.92171e-07,-8.72307e-08,36.3556,-3.5962,-999,-999,19.3506,-29.1086,250,0.0222529,10.582,0.013,56571.3,0.3504,18,10.6928,0.90693,0.0841,0.0161,0.0103,0.002,1.0,0.003,550154,10.582,0.21015,40.1479,40.15875189990631,-0.0108518999063065,0.1692948619837207,62.344898774550124,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,3.066548649428432,1.0,1.751156517089724,1.751156517089724,0.24332496474166673,1.5227447974693253,0.05003979718805851,0.9499602028119415,0.3261129209885552,overflowing
19149,1,0.21037,0.00101,0.21023,1e-05,0.21131,1e-05,20.2013,0.184063,39.4543,0.186032,-9.0,0,0,0.009912,0.030544,1.04946,0.19839,20.1342,0.0373926,0.000158603,5.46228e-06,0.00132622,-4.78276e-07,-1.31789e-07,31.46,-0.3319,-9,-9,2.966,-34.0992,250,0.0207488,9.612,0.088,54398.9,0.1698,39,62.5587,0.00971449,0.0741,0.0114,0.0047,0.006,1.0,0.011,19149,9.612,0.21037,39.4543,40.16129910924969,-0.7069991092496863,-0.5268523473596591,85.90735861017943,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.32858660783128685,1.0,0.573224791145756,0.573224791145756,-0.24167503525833356,0.4984563401267444,0.9924127879412671,0.0075872120587329485,0.0,filling/absorbing
460105,15,0.21084,0.01005,0.21071,0.01,0.21,0.01,20.7102,0.221376,39.9632,0.223017,-9.0,0,0,-0.099308,0.036328,-1.68923,0.19099,20.7213,0.0454114,9.23583e-05,3.86292e-06,0.000726004,-2.92575e-07,-1.0818e-07,129.37,44.0453,-999,-999,17.1534,-33.2442,250,0.0257603,11.5,0.037,56289.3,0.2334,26,19.3062,0.82324,0.09,0.1134,0.0166,0.002,1.0,0.003,460105,11.5,0.21084,39.9632,40.16673265189469,-0.2035326518946831,-0.0233858900046559,68.12979380315755,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,25.38924923936908,1.0,5.038774986228003,5.038774986228003,0.7023249647416664,4.381543466285221,3.225493127734236e-05,0.9999677450687227,0.7717450302278906,overflowing
14157,1,0.21095,0.00113,0.21083,0.0005,0.2115,0.0005,20.553,0.153359,39.806,0.155718,-9.0,0,0,-0.050221,0.035514,1.16426,0.27455,20.2769,0.0642975,0.000139078,8.23621e-06,0.000956526,-5.23695e-07,-2.02186e-07,51.1367,1.0224,-9,-9,1.398,-29.2394,250,0.10115,11.127,0.062,54013.9,0.2579,62,75.2071,0.12103,0.0924,0.0127,-0.0015,0.002,1.0,0.003,14157,11.127,0.21095,39.806,40.16800271839298,-0.3620027183929792,-0.181855956502952,73.28769923461896,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,10.75597685353739,1.0,3.2796308633734887,3.2796308633734887,0.5158249647416667,2.851852924672599,0.0006513690980296527,0.9993486309019703,0.6489278142265457,overflowing
18940,1,0.21114,0.00101,0.21099,4e-05,0.21236,4e-05,20.7022,0.161016,39.9552,0.163264,-9.0,0,0,-0.031446,0.037554,-0.841378,0.26141,20.7236,0.0428541,9.21614e-05,3.63762e-06,0.0020371,-4.68233e-07,-9.63063e-08,10.349,0.412,-9,-9,1.128,-37.2132,250,0.0158971,10.226,0.077,54396.7,0.2122,37,35.0231,0.56202,0.0985,0.0114,-0.0579,0.002,1.0,0.003,18940,10.226,0.21114,39.9552,40.17019503132695,-0.2149950313269499,-0.0348482694369227,68.49037600105497,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,1.3509829216851488,1.0,1.1623180034074463,1.1623180034074463,0.06532496474166677,1.010711307310823,0.4813635292089884,0.5186364707910116,0.005496400981229704,near-capacity/saturated
1257366,10,0.21134,0.00113,0.21137,0.0005,0.21182,0.0005,20.8885,0.264746,40.1415,0.266119,-9.0,0,0,0.1039,0.040788,-0.160088,0.44299,21.1973,0.0534325,5.958e-05,2.93212e-06,0.00113193,-3.79551e-07,-9.48894e-08,53.8996,-26.9693,-999,-999,2.52,5.9062,250,0.00984751,10.965,0.134,56612.0,0.4846,19,6.77673,0.99531,0.1161,0.0127,-0.0885,0.005,1.0,0.02,1257366,10.965,0.21134,40.1415,40.1725007639871,-0.0310007639871017,0.1491459979029255,62.92608273504056,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,7.407128159614389,1.0,2.721604189134475,2.721604189134475,0.43482496474166626,2.3666123383778044,0.0023992025641762504,0.9976007974358237,0.5760696572239757,overflowing
7847,1,0.21174,0.00101,0.2116,8e-05,0.21266,8e-05,20.7146,0.228911,39.9676,0.230498,-9.0,0,0,0.12339,0.035858,0.15361,0.39907,20.9537,0.0420665,7.45643e-05,2.88897e-06,0.00340139,-4.39141e-07,-7.5668e-08,32.4599,-0.0618,-9,-9,0.955,-34.0422,250,0.0227684,10.696,0.124,53682.0,0.3776,36,33.2748,0.59889,0.0982,0.0113,-0.1722,0.005,1.0,0.012,7847,10.696,0.21174,39.9676,40.177106197289184,-0.2095061972891869,-0.0293594353991597,68.31747139349363,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,3.9870332635459116,1.0,1.9967558465979118,1.9967558465979118,0.30032496474166626,1.7363094318242713,0.020586207451621097,0.9794137925483789,0.4153358842003561,overflowing
17811,1,0.212,0.00113,0.21186,0.0005,0.2132,0.0005,20.6606,0.192614,39.9136,0.194498,-9.0,0,0,-0.130649,0.032976,1.08099,0.30058,20.2386,0.0424726,0.000144066,5.63566e-06,-2.27791e-05,-7.01687e-07,-1.22861e-07,12.8787,-0.9474,-9,-9,-9.0,-35.4819,250,0.0381921,7.0,-9.0,54355.4,0.2847,38,29.9375,0.82167,0.1008,0.0127,0.0891,0.006,1.0,0.005,17811,7.0,0.212,39.9136,40.18009542739826,-0.2664954273982545,-0.0863486655082272,70.13416481961085,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
18927,1,0.21225,0.00113,0.21214,0.0005,0.2129,0.0005,20.6844,0.242226,39.9374,0.243726,-9.0,0,0,0.11949,0.041521,-0.578624,0.38977,21.0129,0.0570616,7.06034e-05,3.71061e-06,0.00185226,-4.94527e-07,-1.01938e-07,46.6825,-0.754,-9,-9,0.465,-28.8368,250,0.0613161,11.5,0.005,54386.8,0.4066,42,39.6805,0.57328,0.1185,0.0127,-0.1787,0.006,1.0,0.012,18927,11.5,0.21225,39.9374,40.18296649993934,-0.2455664999393434,-0.0654197380493162,69.46144987637798,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,25.38924923936908,1.0,5.038774986228003,5.038774986228003,0.7023249647416664,4.381543466285221,3.225493127734236e-05,0.9999677450687227,0.7717450302278906,overflowing
13305,1,0.2135,0.00101,0.21339,1e-05,0.21481,1e-05,20.7688,0.16306,40.0218,0.16528,-9.0,0,0,-0.007886,0.033918,1.02285,0.30517,20.6031,0.0449017,0.000102982,4.25891e-06,0.00132473,-5.12985e-07,-1.01871e-07,331.1,0.6912,-9,-9,1.933,-28.7085,250,0.0452112,10.055,0.073,54003.9,0.2679,49,40.1211,0.81304,0.0945,0.0113,-0.0428,0.002,1.0,0.004,13305,10.055,0.2135,40.0218,40.19727524338997,-0.1754752433899753,0.0046715185000519,67.25515730867015,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.9112758456178569,1.0,0.9546077694960763,0.9546077694960763,-0.020175035258333765,0.8300937126052838,0.7864262504571606,0.21357374954283942,0.0,near-capacity/saturated
8495,1,0.21365,0.00101,0.21353,2e-05,0.21498,2e-05,20.7554,0.188405,40.0084,0.19033,-9.0,0,0,-0.020313,0.042751,0.76464,0.47104,20.5844,0.0637953,0.00010477,6.15604e-06,0.00673051,-1.64126e-06,-1.79018e-07,335.261,-0.7482,-9,-9,0.872,-28.6867,250,0.0612895,11.034,0.063,53689.9,0.3514,23,39.9235,0.0156752,0.118,0.0113,-0.0478,0.002,1.0,0.003,8495,11.034,0.21365,40.0084,40.19898709742943,-0.1905870974294288,-0.0104403355394015,67.72483625082444,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,8.682601300721057,1.0,2.9466256481813815,2.9466256481813815,0.46932496474166674,2.5622831723316364,0.0013772462121013351,0.9986227537878987,0.608883335221149,overflowing
6933,1,0.21398,0.0051,0.21383,0.005,0.2152,0.005,20.6344,0.195634,39.8874,0.197488,-9.0,0,0,-0.022316,0.032651,0.084513,0.23882,20.5739,0.0362115,0.000105786,3.52817e-06,0.00102712,-2.47341e-07,-8.24149e-08,11.3517,1.0756,-9,-9,-9.0,-37.5118,250,0.0202861,7.0,-9.0,53679.9,0.2384,32,34.3579,0.35541,0.0864,0.0568,-0.0314,0.004,1.0,0.008,6933,7.0,0.21398,39.8874,40.20274927823334,-0.3153492782333416,-0.1352025163433143,71.72992880897138,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
110567,15,0.2144,0.00142,0.21442,0.001,0.2149,0.001,20.7649,0.297682,40.0179,0.298904,-9.0,0,0,0.14984,0.050754,-1.01331,0.47263,21.3161,0.060316,5.34002e-05,2.96655e-06,0.00152349,-3.79165e-07,-1.18233e-07,52.7131,-26.46,-999,-999,17.2199,4.7606,250,0.00865755,11.403,0.006,55550.5,0.5328,10,12.0574,0.28124,0.1389,0.0158,-0.114,0.006,1.0,0.023,110567,11.403,0.2144,40.0179,40.20752977759235,-0.1896297775923514,-0.0094830157023242,67.69498551934699,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,20.307191250558553,1.0,4.506350468821708,4.506350468821708,0.6538249647416666,3.9185656250623553,7.048221082150974e-05,0.9999295177891785,0.7447520846504221,overflowing
1249851,10,0.21507,0.00113,0.21511,0.0005,0.21552,0.0005,20.6295,0.477123,39.8825,0.477887,-9.0,0,0,0.011385,0.093757,-2.07449,0.72983,20.9666,0.12754,7.3685e-05,8.65596e-06,-0.004057,-2.25689e-07,-1.45783e-07,55.218,-29.4,-999,-999,3.16,9.2775,250,0.0119694,11.303,0.016,56556.1,2.928,8,9.08177,0.33544,0.3216,0.0125,-0.0566,0.005,1.0,0.008,1249851,11.303,0.21507,39.8825,40.215137966017416,-0.3326379660174154,-0.1524912041273882,72.30330298821734,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,16.13057537826456,1.0,4.016289082896793,4.016289082896793,0.6038249647416668,3.4924252894754724,0.00015777624016199976,0.999842223759838,0.7135534299027748,overflowing
14019,1,0.21521,0.00113,0.21513,0.0005,0.2164,0.0005,21.2111,0.227836,40.4641,0.22943,-9.0,0,0,-0.015316,0.048363,-0.305757,0.41656,21.2112,0.0669858,5.88175e-05,3.62881e-06,0.00459028,-6.39851e-07,-1.16814e-07,316.642,-0.648,-9,-9,2.448,-20.3581,250,0.0761703,9.931,0.093,54012.2,0.4167,59,43.7182,0.93161,0.1293,0.0125,-0.05,0.006,1.0,0.008,14019,9.931,0.21521,40.4641,40.216724975864594,0.2473750241354082,0.4275217860254354,55.35483229233756,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.6849357883321803,1.0,0.8276085424556852,0.8276085424556852,-0.082175035258334,0.7196596021353785,0.90911186411091,0.09088813588908994,0.0,filling/absorbing
1316,1,0.21578,0.00101,0.21566,2e-05,0.21711,2e-05,20.9723,0.257304,40.2253,0.258716,-9.0,0,0,-0.098723,0.046197,0.68739,0.68654,20.6589,0.0750052,9.78195e-05,6.7576e-06,0.00337289,-9.04417e-07,-1.49498e-07,334.864,0.4945,-9,-9,1.038,-29.7144,250,0.0565963,9.835,0.104,53619.6,1.5611,32,46.8819,0.043452,0.1614,0.0112,0.0409,0.004,1.0,0.005,1316,9.835,0.21578,40.2253,40.2231765610466,0.0021234389533972,0.1822702008434245,61.97347608603468,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.5490979963350576,1.0,0.7410115285826769,0.7410115285826769,-0.1301750352583332,0.6443578509414583,0.9559132240323974,0.04408677596760262,0.0,filling/absorbing
100206,15,0.2165,0.00142,0.21653,0.001,0.217,0.001,20.5723,0.138936,39.8253,0.141535,-9.0,0,0,-0.075171,0.029839,0.25057,0.28167,20.3453,0.0351703,0.000130584,4.23001e-06,0.00192713,-4.19577e-07,-9.97155e-08,52.5182,-28.2567,-999,-999,18.2684,6.832,250,0.00697846,11.5,0.013,55517.9,0.2615,18,20.714,0.29409,0.0759,0.0156,-0.01,0.001,1.0,0.003,100206,11.5,0.2165,39.8253,40.231303509348734,-0.4060035093487357,-0.2258567474587085,74.78788404767846,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,25.38924923936908,1.0,5.038774986228003,5.038774986228003,0.7023249647416664,4.381543466285221,3.225493127734236e-05,0.9999677450687227,0.7717450302278906,overflowing
17435,1,0.21689,0.00113,0.21674,0.0005,0.218,0.0005,20.8142,0.188459,40.0672,0.190384,-9.0,0,0,-0.107985,0.035136,0.91406,0.25984,20.4548,0.0404613,0.000118057,4.39952e-06,3.73683e-05,-4.3063e-07,-9.89319e-08,20.3446,-0.0148,-9,-9,0.106,-35.4351,250,0.0270065,8.818,0.182,54359.4,0.3042,46,35.5802,0.86656,0.1028,0.0124,0.0569,0.004,1.0,0.005,17435,8.818,0.21689,40.0672,40.23569520809839,-0.1684952080983919,0.0116515537916353,67.0393177327168,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.05280193753116585,1.0,0.22978674048919526,0.22978674048919526,-0.6386750352583338,0.19981455694712633,0.9999872830094735,1.271699052654005e-05,0.0,filling/absorbing
7473,1,0.21692,0.0051,0.21677,0.005,0.2182,0.005,20.8402,0.183323,40.0932,0.185301,-9.0,0,0,-0.099965,0.033394,-0.148294,0.28692,20.6305,0.0368881,0.000100415,3.41163e-06,0.00257405,-4.01791e-07,-1.56088e-07,4.3264,-0.2573,-9,-9,0.04,-35.4047,250,0.0212511,8.954,0.275,53679.6,0.2514,29,24.5609,0.70082,0.0854,0.056,0.0251,0.005,1.0,0.005,7473,8.954,0.21692,40.0932,40.236032729458806,-0.142832729458803,0.0373140324312242,66.25170967517812,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.07221873200868702,1.0,0.2687354530665553,0.2687354530665553,-0.5706750352583333,0.23368300266656983,0.9999619483630248,3.8051636975193774e-05,0.0,filling/absorbing
20364,1,0.21742,0.00102,0.21729,2e-05,0.21846,2e-05,20.8865,0.268256,40.1395,0.269611,-9.0,0,0,0.029676,0.04191,0.54349,0.88866,20.8556,0.0466338,8.16152e-05,3.50548e-06,0.00191133,-3.89503e-07,-8.19704e-08,25.7566,-0.9455,-9,-9,1.03,-33.6053,250,0.0218223,10.389,0.079,54420.0,0.9101,24,18.3162,0.7874,0.1713,0.0112,-0.0949,0.002,1.0,0.006,20364,10.389,0.21742,40.1395,40.24165175927013,-0.1021517592701286,0.0779950026198985,65.02208567806505,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,1.9663003610777978,1.0,1.4022484374557853,1.4022484374557853,0.1468249647416661,1.219346467352857,0.19969443639508333,0.8003055636049167,0.14396580699550776,near-capacity/saturated
13641,1,0.21794,0.00113,0.21781,0.0005,0.2193,0.0005,20.7412,0.17274,39.9942,0.174837,-9.0,0,0,-0.045648,0.032961,1.023,0.28669,20.5195,0.0419258,0.00011122,4.29476e-06,0.000817148,-3.93747e-07,-1.00685e-07,345.219,-0.9811,-9,-9,-9.0,-31.1376,250,0.0427939,7.0,-9.0,54004.9,0.2982,47,37.4452,0.83927,0.0916,0.0124,0.018,0.004,1.0,0.006,13641,7.0,0.21794,39.9942,40.24748292790045,-0.2532829279004502,-0.073136166010423,69.7087234502985,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
1290816,10,0.21845,0.00113,0.21848,0.0005,0.21892,0.0005,20.9686,0.202626,40.2216,0.204417,-9.0,0,0,-0.003033,0.027272,1.26334,0.22358,20.8461,0.032123,8.23272e-05,2.43576e-06,-0.000145897,-1.11413e-07,-5.44483e-08,54.1725,-27.84,-999,-999,1.39,6.8899,250,0.0103462,8.859,0.009,56891.9,0.3917,26,20.7331,0.7556,0.0742,0.0123,0.0209,0.004,1.0,0.014,1290816,8.859,0.21845,40.2216,40.25318951446346,-0.0315895144634552,0.1485572474265719,62.94314617266448,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.058029637680102504,1.0,0.24089343515839176,0.24089343515839176,-0.6181750352583336,0.20947255231164502,0.9999823037116904,1.7696288309562108e-05,0.0,filling/absorbing
1304678,10,0.21881,0.00113,0.21884,0.0005,0.21927,0.0005,20.8886,0.24612,40.1416,0.247596,-9.0,0,0,-0.073011,0.087105,-1.54068,0.6026,20.9377,0.12728,7.56686e-05,8.87023e-06,0.0310113,-3.9659e-06,-6.77539e-07,54.8701,-27.6439,-999,-999,0.51,6.9199,250,0.0100908,11.23,0.0265,56963.6,0.5847,27,3.3624,1.0,0.1586,0.0123,-0.0048,0.003,1.0,0.004,1304678,11.23,0.21881,40.1416,40.2572103041603,-0.115610304160306,0.0645364577297211,65.42633680325903,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,13.63483412751046,1.0,3.692537926874526,3.692537926874526,0.5673249647416666,3.2109025451082838,0.0002841101335581131,0.9997158898664419,0.6883654593186572,overflowing
9467,1,0.21897,0.00102,0.21885,3e-05,0.22027,3e-05,20.9395,0.23921,40.1925,0.240729,-9.0,0,0,-0.137949,0.057419,-1.38838,0.38099,20.8326,0.0670095,8.33571e-05,5.14463e-06,0.00589448,-1.06443e-06,-1.63022e-07,328.951,1.1808,-9,-9,2.342,-27.8066,250,0.0490428,10.93,0.072,53688.8,0.3441,22,13.5961,0.91519,0.1578,0.0111,0.0625,0.004,1.0,0.002,9467,10.93,0.21897,40.1925,40.25899536492359,-0.0664953649235897,0.1136513969664374,63.96311668439877,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,6.83360479733368,1.0,2.6141166590093627,2.6141166590093627,0.4173249647416662,2.273144920877707,0.003178538739638581,0.9968214612603614,0.5583006031729374,overflowing
5533,1,0.21898,0.00102,0.21887,2e-05,0.22028,2e-05,20.8762,0.21715,40.1292,0.218822,-9.0,0,0,0.006675,0.041967,-0.502697,0.40223,20.9563,0.0581663,7.43847e-05,3.98502e-06,0.00401537,-6.09317e-07,-1.14618e-07,328.67,0.4134,-9,-9,2.31,-26.8368,250,0.0630463,9.959,0.08,53667.5,0.5109,38,29.4554,0.83817,0.1118,0.0111,-0.0671,0.009,1.0,0.01,5533,9.959,0.21898,40.1292,40.25910689129968,-0.129906891299683,0.0502398705903442,65.85851326356925,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.7305498551268931,1.0,0.8547221617266749,0.8547221617266749,-0.06817503525833382,0.7432366623710217,0.8886658581573148,0.11133414184268517,0.0,filling/absorbing
1342255,10,0.21899,0.00113,0.21886,0.0005,0.21976,0.0005,20.7766,0.127998,40.0296,0.130815,-9.0,0,0,-0.104301,0.026995,0.4683,0.25592,20.4589,0.0337705,0.000117609,3.65807e-06,0.00145316,-2.62186e-07,-8.21483e-08,40.7435,-0.2674,-999,-999,2.83,-30.6372,250,0.0241139,10.024,0.0665,57390.7,0.1821,12,6.12526,0.90964,0.0662,0.0123,0.0215,0.002,1.0,0.003,1342255,10.024,0.21899,40.0296,40.25921841298161,-0.2296184129816083,-0.0494716510915811,68.95316839043907,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.8484961165783924,1.0,0.921138564141805,0.921138564141805,-0.035675035258334056,0.8009900557754827,0.825396649788604,0.17460335021139592,0.0,near-capacity/saturated
1302187,10,0.21941,0.00113,0.21943,0.0005,0.21992,0.0005,20.7518,0.20721,40.0048,0.208962,-9.0,0,0,0.028592,0.038576,-0.86272,0.33241,20.9568,0.0527242,7.43488e-05,3.61043e-06,0.00184614,-4.79683e-07,-1.08973e-07,52.1619,-27.1421,-999,-999,0.88,5.2945,250,0.0097419,10.95,0.873,56953.0,0.2992,28,13.0686,0.99259,0.1005,0.0123,-0.0631,0.003,1.0,0.01,1302187,10.95,0.21941,40.0048,40.2638980903045,-0.2590980903044979,-0.0789513284144707,69.89565228911594,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,7.15566266938567,1.0,2.675007258168657,2.675007258168657,0.4273249647416659,2.3260932679727455,0.002706655918027323,0.9972933440819727,0.5685515744318067,overflowing
