host_id,is_early,morphology,logMstar,Mstar,Reff_kpc,stellar_age_Gyr,logsSFR,sSFR,metallicity,sigma_v_km_s,D_MR_age,D_sigma_age,D_hybrid,D_reg,logD_reg,Dsat,F_fill,G_absorb,G_sat,G_overflow,phi_sat,delta_mu_sat,mu_resid,H0_proxy,well_regime
CAP_HOST_00010,False,late/star-forming,10.204052286932594,15997506191.75202,4.0893140385556155,2.1255793290764466,-9.516349812183682,3.0454409830309835e-10,8.920754117121678,95.37930773744183,0.3149162851840283,0.3421887295489376,0.31932241834545,0.31932241834545,-0.4957705903175991,1.15,0.27767166812647825,0.9998727476776896,0.0001272523223103816,0.0,1.0561942751761673e-05,-2.293484615821919e-05,0.07024522850354972,65.25455777472737,filling/absorbing
CAP_HOST_00011,True,early/quiescent,11.123947765124392,133029440686.8677,4.61276704848409,6.496820918244736,-11.540318439456072,2.8819176084156803e-12,8.821547990680948,197.97014824586208,7.095828600701925,4.505887701611799,5.500355240342105,5.500355240342105,0.7403907393011835,1.15,4.782917600297483,1.746393566470772e-05,0.9999825360643353,0.790908782420296,0.08299855049333983,-0.17313937678696548,-0.1800657674416222,73.22730483550019,overflowing
CAP_HOST_00012,True,early/quiescent,10.731649066385959,53907484461.417755,2.6340582400431294,7.639768987212911,-10.906257467023384,1.2409164249254416e-11,8.801748033408384,193.59182298217797,5.921338627015983,5.066806240184621,5.328145752138437,5.328145752138437,0.7265760965082769,1.15,4.6331702192508155,2.1819396321620665e-05,0.9999781806036784,0.784147953505876,0.0829981889901053,-0.17313865195272565,-0.27052863505567587,76.34236742122857,overflowing
CAP_HOST_00013,True,early/quiescent,10.386240217079722,24335496825.29672,4.627613797974938,8.318720030567697,-11.556680890245078,2.7753586263279185e-12,9.143891663742847,169.03371250420602,1.65674472419097,4.206135115842908,2.567842645129292,2.567842645129292,0.40956840707366154,1.15,2.232906647938515,0.003600307686894344,0.9963996923131057,0.5501653218646093,0.08270117446198777,-0.17254303940560978,-0.17588731022591148,73.08653262983182,overflowing
CAP_HOST_00014,False,late/star-forming,11.152754141732645,142152382103.95312,9.620553903258605,2.1349670192893644,-10.48421232599261,3.279349269667709e-11,8.739053787370537,165.70269499467167,1.1947064634703393,1.0373620727026636,1.0829160451626212,1.0829160451626212,0.034594788540444774,1.15,0.9416661262283663,0.6036582747609367,0.39634172523906325,0.0,0.03289636319484225,-0.07028374142900692,-0.018473715280724806,67.975848855569,near-capacity/saturated
CAP_HOST_00015,False,late/star-forming,11.498488519887186,315129107807.4843,5.5315883928736795,2.810024856066635,-9.655569657731917,2.2101937285858044e-10,8.692999799822925,179.563769581159,6.062682192764193,1.6033474329105275,3.032810122944618,3.032810122944618,0.4818452210133568,1.15,2.6372261938648855,0.0011258463160864762,0.9988741536839135,0.6201147753614755,0.08290655475576483,-0.17295491237476807,-0.16740545680742447,72.80161068736908,overflowing
CAP_HOST_00016,False,late/star-forming,10.241149486557505,17424065161.245686,3.255414512924799,3.7324941421068507,-9.3830095755487,4.139905468420327e-10,8.777196419970167,116.21018705210784,0.7565860063182585,0.8920056118273028,0.7991198978977508,0.7991198978977508,-0.09738805536824843,1.15,0.6948868677371747,0.927441971165473,0.07255802883452696,0.0,0.0060223163932657375,-0.013038073475059465,-0.101822238393978,70.63571477379483,filling/absorbing
CAP_HOST_00017,False,late/star-forming,10.300608560615366,19980601612.311394,5.52105931668238,2.990414484168826,-9.496019615481769,3.1913937083490615e-10,8.498679726202889,101.17438226845613,0.4098580914522071,0.5416921747156358,0.4583445130904348,0.4583445130904348,-0.3388079632858828,1.15,0.3985604461655955,0.9984049800731488,0.0015950199268512178,0.0,0.00013238665392865107,-0.00028745493921531796,0.01618520974702352,66.89949733174473,filling/absorbing
CAP_HOST_00018,True,early/quiescent,10.757264183108894,57182637521.76322,3.9949853484081452,6.226126406303864,-11.451693371416102,3.5343261872421436e-12,9.05409495887979,183.5884865972501,3.375070929481701,3.713546519140322,3.443775924664218,3.443775924664218,0.5370348855668182,1.15,2.994587760577581,0.0004628493136625833,0.9995371506863374,0.6657559325017176,0.08296158350696602,-0.173065254655425,-0.16610320090790168,72.7579638493617,overflowing
CAP_HOST_00019,True,early/quiescent,11.122172598807106,132486796416.44057,5.597042512227597,7.459741626543733,-11.551571040273489,2.8082059793232154e-12,8.799917081912405,267.161245120594,6.687345433254853,9.422166072388551,7.721492519696948,7.721492519696948,0.8877012550531584,1.15,6.714341321475608,1.6254566483908661e-06,0.9999983745433516,0.8510636798853829,0.08299986508709818,-0.1731420126190652,-0.11872534583508328,71.1877006783398,overflowing
CAP_HOST_00020,True,early/quiescent,10.562970437890568,36556990668.85908,5.622291367581092,5.05934064965751,-11.367582935946428,4.289602641301666e-12,9.122338201092589,149.8313086768927,1.245853536794605,2.009921606284199,1.5392956895466356,1.5392956895466356,0.18732205323216947,1.15,1.3385179909101181,0.11497093032790195,0.885029069672098,0.2238283419401329,0.07345741278278414,-0.1539240968640621,-0.11019534729226868,70.90860900059779,overflowing
CAP_HOST_00021,False,late/star-forming,11.315188966286579,206627902088.04807,9.247160228881716,2.761159359451887,-10.141764208547674,7.214990962830276e-11,8.48382836362449,164.04643978244522,2.336619701924332,1.314937597036421,1.7050832486308742,1.7050832486308742,0.23174558774986687,1.15,1.4826810857659778,0.05969455501957177,0.9403054449804282,0.30611279626618987,0.07804535193337554,-0.16318515712979875,-0.26884799227669437,76.28330399066944,overflowing
CAP_HOST_00022,True,early/quiescent,10.914738880555241,82174842535.78488,6.575688081883473,7.649056021454118,-11.292603874576418,5.097956500420636e-12,8.867650504808347,159.32143711063406,3.6201077426756516,3.435866835255846,3.4306618177754387,3.4306618177754387,0.5353779089880426,1.15,2.983184189369947,0.00047537136694664195,0.9995246286330534,0.6644716901672745,0.08296054417654343,-0.17306317066790972,-0.24918704031366706,75.59573685563387,overflowing
CAP_HOST_00023,True,early/quiescent,11.206493438940843,160876807340.7228,8.84966306992719,6.772658097054606,-11.784106295947147,1.6439693035011224e-12,9.136967447273209,215.5975941833549,4.662746800175371,5.570921306631517,4.957736348693813,4.957736348693813,0.6952834273628287,1.15,4.311075085820708,3.61314340492358e-05,0.9999638685659508,0.7680115483999507,0.08299700109097392,-0.17313627014670813,-0.14445961240259128,72.0363698245625,overflowing
CAP_HOST_00024,True,early/quiescent,11.368611819679643,233674767730.71707,4.962001049254218,8.516592550279046,-11.496874609696734,3.18511700183402e-12,9.01533165314452,247.53925726617285,15.189267007412282,9.234940224477155,11.520848130155933,11.520848130155933,1.0614844517163902,1.15,10.018128808831246,9.874012607546945e-08,0.9999999012598739,0.9001808711453532,0.08299999180456955,-0.17314226669432942,-0.3717771136991964,79.98624688058469,overflowing
CAP_HOST_00025,False,late/star-forming,9.91454324150477,8213783311.402113,2.637297420550142,1.5625541205769726,-9.377413424145498,4.1935958696154297e-10,8.608246088592617,95.56165878470338,0.18430417711926902,0.252512266091685,0.20984944644546383,0.20984944644546383,-0.6780921720612477,1.15,0.18247777951779465,0.9999932629931763,6.737006823781714e-06,0.0,5.591715663738823e-07,-1.2142252891072254e-06,0.08325288294822789,64.86483533717701,filling/absorbing
CAP_HOST_00026,False,late/star-forming,9.682759520669096,4816810053.752596,3.4881916384790626,3.5064399761609772,-8.955625251053734,1.107579092158799e-09,8.744882798035817,91.169882048383,0.18337560987530113,0.515761887076656,0.29915372009753904,0.29915372009753904,-0.5241055921607686,1.15,0.260133669650034,0.9999193989004611,8.060109953885127e-05,0.0,6.689891261724655e-06,-1.452686570575913e-05,-0.0758738144958503,69.79666301096124,filling/absorbing
CAP_HOST_00027,False,late/star-forming,9.725605463272759,5316250826.895896,2.6126174289378605,2.5325532039386554,-10.207001530326902,6.208668464727892e-11,8.93154504290932,90.43313947374877,0.19516601728572455,0.36651676551165296,0.2601644914469301,0.2601644914469301,-0.5847519784162079,1.15,0.22622999256254794,0.9999696723962369,3.032760376305054e-05,0.0,2.517191112333195e-06,-5.4660041706548636e-06,-0.045228312892685134,68.81855654031145,filling/absorbing
CAP_HOST_00028,False,late/star-forming,10.413134466499146,25890144031.482468,2.9525818300819813,2.4444583159261386,-9.184182026438314,6.54361853007407e-10,8.932510889868135,132.38514172631702,0.8117665242665952,0.7581256257291571,0.7631065062621567,0.7631065062621567,-0.11741484362585707,1.15,0.6635708750105711,0.9463858470391632,0.053614152960836825,0.0,0.004449974695749457,-0.009641560799175379,0.12482391107502497,63.634863127379916,filling/absorbing
CAP_HOST_00029,True,early/quiescent,10.034882670848484,10836341194.935593,2.3924962246467936,6.6289168801567655,-11.454393263475326,3.5124223868976557e-12,9.043074636814472,125.55512321900993,1.1370772263523474,1.8492324340823583,1.4105540455518755,1.4105540455518755,0.14938973085670584,1.15,1.2265687352625005,0.19316968587589967,0.8068303141241003,0.14903569493267857,0.06696691607230033,-0.1407547663351072,-0.17589664904648586,73.08684695272137,near-capacity/saturated
CAP_HOST_00030,True,early/quiescent,10.975000623992749,94406223271.01674,13.81607515608501,4.015319952533137,-11.777286768148922,1.669987543924191e-12,8.976554972223903,126.70562272234052,1.0390873845722663,1.1407539561720579,1.0590611257729703,1.0590611257729703,0.024921026981700685,1.15,0.9209227180634525,0.6402971519526829,0.3597028480473171,0.0,0.029855336387927322,-0.06388111857017881,-0.12494665705681011,71.391947288438,near-capacity/saturated
CAP_HOST_00031,True,early/quiescent,10.739243785849903,54858481982.8689,2.95646442820699,4.586041895371125,-10.72144199513608,1.89914447705495e-11,9.125879888982885,215.98297968504687,3.2227389207065835,3.785795284921031,3.3977398526923457,3.3977398526923457,0.5311901241312456,1.15,2.954556393645518,0.000508549342561837,0.9994914506574382,0.6612032890887221,0.08295779040456737,-0.17305764900093545,-0.1682431539782011,72.82970105954679,overflowing
CAP_HOST_00032,False,late/star-forming,10.022579078902886,10533654726.71699,3.5740857519575435,2.0511665535725743,-9.263554786977505,5.450611309754925e-10,8.395146688539713,107.40609425753341,0.2289449219872241,0.4187345785133213,0.301185402843878,0.301185402843878,-0.5211660803397833,1.15,0.26190035029902436,0.9999154884920957,8.451150790433228e-05,0.0,7.01445515605958e-06,-1.5231642418380718e-05,-0.016689040118408962,67.92000427310376,filling/absorbing
CAP_HOST_00033,False,late/star-forming,10.274923000423172,18833151517.31175,8.287074069194835,2.9291367144690668,-9.716093734169753,1.9226767110761687e-10,8.754681546839361,99.6088262756354,0.2521026440585056,0.5142985965199701,0.3502638919297212,0.3502638919297212,-0.45560463100642135,1.15,0.30457729733019234,0.9997569043919813,0.00024309560801869816,0.0,2.017693546555195e-05,-4.381321666523325e-05,-0.07569155447049525,69.79080495462024,filling/absorbing
CAP_HOST_00034,False,late/star-forming,11.031910123942309,107624246514.13078,16.8920394577475,2.342557235239439,-9.426155311679372,3.748389289912001e-10,9.029115056021709,123.03958142463509,0.5652417414796649,0.6275667883841578,0.5793567724419829,0.5793567724419829,-0.23705391194597625,1.15,0.5037884977756374,0.9918308784350862,0.008169121564913779,0.0,0.0006780370898878436,-0.001471839908664625,0.011129981798745388,67.0554220267455,filling/absorbing
CAP_HOST_00035,False,late/star-forming,9.637780363194418,4342905338.150787,5.128230693577013,2.8974732560441003,-9.479174820419058,3.317608840118564e-10,8.47834190698549,71.10324012299053,0.0929283495355777,0.2592258282630156,0.15097750581593322,0.15097750581593322,-0.8210877535527217,1.15,0.13128478766602888,0.9999993277968385,6.722031615204205e-07,0.0,5.57928624061949e-08,-1.2115265781813449e-07,0.2191794122350837,60.928994919020255,filling/absorbing
CAP_HOST_00036,False,late/star-forming,10.539431170391639,34628299924.12477,5.751635200314542,3.284964050209121,-9.526909342917843,2.9722864188326635e-10,8.546297082160747,124.34619824125839,0.7490079664241814,0.8988261433984388,0.7981418172206463,0.7981418172206463,-0.09791993450864836,1.15,0.694036362800562,0.9280167592214577,0.07198324077854239,0.0,0.0059746089846190184,-0.012935095860811131,0.06873492047655792,65.29995957829287,filling/absorbing
CAP_HOST_00037,False,late/star-forming,10.846006002337138,70146499322.49002,3.1030836106211352,3.189096805888091,-8.63825169209182,2.300108420576566e-09,8.670424647595986,183.87469584857038,2.730210959713114,1.9080585126124936,2.2202043350125376,2.2202043350125376,0.34639294629056844,1.15,1.9306124652282937,0.009904021059976453,0.9900959789400235,0.47725562554318307,0.08217796625202196,-0.17149343604149908,-0.13163142410188675,71.61206238915716,overflowing
CAP_HOST_00038,False,late/star-forming,9.34797735388293,2228318951.4145885,3.3487472034360057,0.8194035396920194,-8.904436891962472,1.2461293011906168e-09,8.652589474082367,73.88440138887749,0.020649464991182018,0.07915592076867142,0.03932738806776968,0.03932738806776968,-1.4053048963419137,1.15,0.03419772875458233,0.9999999999453009,5.469918343469106e-11,0.0,4.540032225079358e-12,-9.858319690551877e-12,0.034777388624994375,66.32914800037373,filling/absorbing
CAP_HOST_00039,True,early/quiescent,11.199885425640975,158447512550.81924,5.526736786912889,4.817744479665242,-11.299936412728446,5.012606203803326e-12,9.025385147534731,205.7469433770451,5.230899604382983,3.609030877560031,4.226515737087619,4.226515737087619,0.6259824903748641,1.15,3.675231075728365,0.00011039756696529235,0.9998896024330347,0.7278279056770356,0.08299083700194189,-0.1731239107520452,-0.12069680596117825,71.25236069447345,overflowing
CAP_HOST_00040,False,late/star-forming,9.67181377622205,4696926630.389729,4.283446740565987,3.3824765191861426,-9.634574956647636,2.3196637908274889e-10,8.832980426286015,88.87467111453388,0.14046598650847764,0.47279280092709847,0.2506801889970267,0.2506801889970267,-0.6008799865413388,1.15,0.2179827730408928,0.999976614586394,2.3385413606047852e-05,0.0,1.9409893293019718e-06,-4.214800685220324e-06,0.06453011616673417,65.42652787446025,filling/absorbing
CAP_HOST_00041,True,early/quiescent,10.340220468009598,21888725151.038956,2.386804604819839,7.916835370636133,-10.899086310407196,1.2615767876172144e-11,8.998652451978284,167.47188709278518,2.749610598993991,3.9293027608589903,3.197365925984628,3.197365925984628,0.5047923424154783,1.15,2.7803181965083725,0.0007780373692415354,0.9992219626307585,0.6398307375955741,0.08293542289835296,-0.17301279875410197,-0.2826709636622886,76.77045052673208,overflowing
CAP_HOST_00042,True,early/quiescent,9.952170587141405,8957165262.170544,2.2137471393251635,6.576186668418981,-12.083955487514192,8.242225883777456e-13,8.899683143023063,136.18838826122357,1.0077033094235222,2.1584119865607216,1.4346055730274092,1.4346055730274092,0.15673251361105242,1.15,1.247483106980356,0.175390351757996,0.824609648242004,0.1635909589885318,0.06844260080408633,-0.14375597913760585,-0.11091992432569667,70.93227373716755,near-capacity/saturated
CAP_HOST_00043,False,late/star-forming,11.35839054582574,228239362611.29166,15.692175303140809,2.696556207552045,-9.674847689021224,2.1142303894329404e-10,8.669415592524834,144.96506340867185,1.4853638505018594,1.0028043941355846,1.1871990444417728,1.1871990444417728,0.07452353837815248,1.15,1.032346995166759,0.44451842792564156,0.5554815720743584,0.017405155254227762,0.046104970482171756,-0.09787632807618364,-0.10486781099452908,70.73485355561,near-capacity/saturated
CAP_HOST_00044,True,early/quiescent,10.108000792765711,12823329234.3788,2.5237561512152804,6.082291841414235,-11.141983909722097,7.211341961575844e-12,9.025747111490706,136.96588263573028,1.1704062581622316,2.0191663832092246,1.4953862063045165,1.4953862063045165,0.1747533703233247,1.15,1.300335831569145,0.13724561169594307,0.8627543883040569,0.19926856613537028,0.07160861422923673,-0.15018098034148833,-0.004685666083884654,67.54559470066012,overflowing
CAP_HOST_00045,True,early/quiescent,9.76340365339983,5799674946.38791,1.4058984015727176,4.638862106108954,-11.370638128863577,4.25953186150633e-12,8.938685845267337,139.3374835274605,0.7247315324436806,1.593776577061583,1.045445259864122,1.045445259864122,0.019301297831516878,1.15,0.9090828346644539,0.660883401823875,0.3391165981761251,0.0,0.028146677648618387,-0.06027538238828186,-0.09378020577579083,70.37459972403303,near-capacity/saturated
CAP_HOST_00046,False,late/star-forming,11.029337444509183,106988585198.30508,4.855283192862668,1.1244391194560939,-9.58263945236268,2.6143308492763026e-10,8.771292291944372,148.31187768397956,0.9383714875217654,0.43769124969465284,0.6234050741932862,0.6234050741932862,-0.20522966711343657,1.15,0.5420913688637271,0.986430188878589,0.01356981112141095,0.0,0.0011262943230771088,-0.002444340782233296,0.11064296962239542,64.05179464696589,filling/absorbing
CAP_HOST_00047,False,late/star-forming,9.99706858519458,9932728969.162754,3.5933424237892075,2.996334057925437,-9.624217883715032,2.375648134923254e-10,8.293430246795845,97.11995759322812,0.3136723151849169,0.5001350026390154,0.38528377368137745,0.38528377368137745,-0.4142192810182224,1.15,0.3350293684185891,0.9995264406263615,0.0004735593736384873,0.0,3.930542801199445e-05,-8.534897514404223e-05,-0.11020815764273093,70.90902731897363,filling/absorbing
CAP_HOST_00048,True,early/quiescent,9.718656236623746,5231861475.646004,2.1588188809692657,5.045239189486745,-11.076767205016981,8.37978343508239e-12,9.14606031467548,112.9565763908627,0.4630605334052522,1.1391603322116854,0.7064969800072975,0.7064969800072975,-0.15088969024708468,1.15,0.6143452000063457,0.9680276151079449,0.0319723848920551,0.0,0.0026537079460405735,-0.0057548211531567505,0.014245946811277423,66.95926952290756,filling/absorbing
CAP_HOST_00049,False,late/star-forming,10.953726142435208,89893055483.03192,5.627342122321402,1.8416253309536086,-8.908539659255718,1.2344125849340145e-09,8.544874594959188,153.8272789681774,1.1141408069035306,0.7711663080262838,0.9016605389562327,0.9016605389562327,-0.0449569367445837,1.15,0.7840526425706371,0.8459201249709039,0.15407987502909617,0.0,0.012788629627414984,-0.02759408482280611,-0.1040757268428456,70.70905643340821,near-capacity/saturated
CAP_HOST_00050,False,late/star-forming,9.567761218070288,3696248983.2513504,2.5421884779875743,3.49880680713047,-9.167512415211803,6.799666064645975e-10,8.719444614056414,88.82382598080156,0.19265904942320536,0.4884936988878995,0.2984167448452359,0.2984167448452359,-0.525176811260184,1.15,0.25949282160455295,0.9999207785053458,7.922149465424474e-05,0.0,6.575384056302313e-06,-1.4278218118006734e-05,-0.08120892587820758,69.96835793458571,filling/absorbing
CAP_HOST_00051,False,late/star-forming,10.07710276976701,11942706786.250994,4.661065250365073,0.6841456781043742,-9.24870050773412,5.640264780275817e-10,8.81898469212362,86.05907531895025,0.06638686390248819,0.08966480120441217,0.0750500646474404,0.0750500646474404,-1.1246489293232484,1.15,0.06526092578038296,0.999999994958351,5.041649038257264e-09,0.0,4.1845687017535297e-10,-9.086674493211788e-10,0.06882875935558289,65.29713774064007,filling/absorbing
CAP_HOST_00052,True,early/quiescent,10.080017036139864,12023115969.638044,1.3595264195664132,7.1788451989363145,-11.342809522149969,4.541407552327578e-12,8.761604617092612,196.52593728185983,2.4043625307179783,4.906529251330412,3.341074586314891,3.341074586314891,0.5238861709579203,1.15,2.905282248969471,0.000572048929190716,0.9994279510708093,0.6554242139381038,0.08295251993887717,-0.17304708100024152,-0.29747346494151206,77.29556739817205,overflowing
CAP_HOST_00053,True,early/quiescent,11.03366253131226,108059394905.05241,3.852077012229194,5.610403137238474,-11.224518196963484,5.9632333332909154e-12,8.851570906441976,219.46359298105116,5.960430347268006,4.78188458910081,5.193227555717575,5.193227555717575,0.7154373528333126,1.15,4.515850048450066,2.6110312694949123e-05,0.999973889687305,0.7785374205931824,0.08299783284404633,-0.1731379378596869,-0.2126544707073756,74.33456266579562,overflowing
CAP_HOST_00054,True,early/quiescent,11.571822037173868,373097240712.9685,11.941215580668903,6.222804447531808,-12.138802291872512,7.264365850083453e-13,8.845171376518524,240.09206904632921,7.363353150409555,6.347779512898225,6.650399437613455,6.650399437613455,0.8228477307680192,1.15,5.782956032707353,4.623264700298613e-06,0.9999953767352997,0.827074232068194,0.08299961626902988,-0.17314151372552888,-0.27632135893933046,76.54629386087774,overflowing
CAP_HOST_00055,True,early/quiescent,11.57118808300284,372553015508.8501,13.244447637647035,5.953223197421767,-11.262339174158374,5.465889225869568e-12,8.87755904544533,242.96444076134478,6.341943608105658,6.218958379085581,6.108984345715681,6.108984345715681,0.7859690122529772,1.15,5.312160300622332,8.377186005104065e-06,0.9999916228139949,0.811745868502544,0.08299930469356158,-0.17314088899988717,-0.15971286991166153,72.54416237372814,overflowing
CAP_HOST_00056,False,late/star-forming,10.25475224680859,17978450008.47413,2.76069526211807,1.6303077291168924,-9.4081133336048,3.9073891515414564e-10,8.605052182316307,151.8063249605749,0.40208636179996055,0.6648587247090977,0.5029483139365136,0.5029483139365136,-0.2984766434242285,1.15,0.4373463599447945,0.9969489345282802,0.0030510654717198736,0.0,0.00025323843415274953,-0.0005498306566024316,0.017516816667120474,66.8584852864361,filling/absorbing
CAP_HOST_00057,False,late/star-forming,9.100448613413242,1260226516.564845,2.1388892939809123,2.070496148633291,-10.165866110573017,6.825490859943711e-11,8.357059549114698,70.04888410547763,0.04620092939438463,0.17978643503118055,0.08865491456205896,0.08865491456205896,-1.0522971843944449,1.15,0.07709123005396432,0.9999999838179022,1.6182097730655107e-08,0.0,1.3431141116443739e-09,-2.916535131744339e-09,-0.21574739786312275,74.44051621181993,filling/absorbing
CAP_HOST_00058,False,late/star-forming,10.941570325779328,87411852809.78145,6.5778798275012464,2.5133773565941264,-10.16848519698112,6.784452450532169e-11,8.795660737673227,136.69196816692929,1.2649054599705913,0.8310434732791893,0.9973323453437493,0.9973323453437493,-0.0011600957531448404,1.15,0.8672455176902168,0.7304746601620065,0.2695253398379935,0.0,0.02237060320655346,-0.04804176740924127,0.005165153276033327,67.23987011870682,near-capacity/saturated
CAP_HOST_00059,False,late/star-forming,11.0714677514654,117887498263.76732,4.751276486740142,1.9251763053542592,-9.95735326495268,1.1031809025463994e-10,8.702797107897217,154.01620966616744,1.8090223561013852,0.8081340795621094,1.1761499025085513,1.1761499025085513,0.0704626769131093,1.15,1.02273904565961,0.4607333828372743,0.5392666171627257,0.011989772251687172,0.044759129224506235,-0.0950808737349567,-0.17069530214463718,72.91199088813003,near-capacity/saturated
CAP_HOST_00060,True,early/quiescent,11.572030529115692,373276396668.753,6.717974047196528,4.714846016150612,-11.217033878872918,6.066890005476729e-12,9.069141139535533,273.8525240111522,9.92146259092143,6.2572147585418225,7.664386181689265,7.664386181689265,0.8844773792060912,1.15,6.664683636251535,1.7121526582064561e-06,0.9999982878473418,0.8499539132864845,0.08299985789132937,-0.17314199819116532,0.000687309532510394,67.37867008036898,overflowing
CAP_HOST_00061,False,late/star-forming,10.707963099924598,51046162647.30407,5.296084967380563,2.3541486143169172,-9.728044509568045,1.8704904294624175e-10,8.554544646747916,133.5965219202416,0.8593261144973146,0.7435398179112866,0.7775532115321675,0.7775532115321675,-0.10926988052101909,1.15,0.6761332274192762,0.9393207938559994,0.06067920614400053,0.0,0.005036374109952045,-0.010908899774430218,0.06556370249985019,65.39539329806625,filling/absorbing
CAP_HOST_00062,False,late/star-forming,9.79023611690649,6169303229.267135,3.5509575884086733,2.022221812311619,-9.038921586038722,9.142783039214516e-10,8.816942230009335,106.95156222161822,0.13305628712303597,0.4093389838396778,0.2270169334483059,0.2270169334483059,-0.6439417470849539,1.15,0.1974060290854834,0.9999883179835228,1.1682016477178662e-05,0.0,9.69607367605829e-07,-2.10547462586335e-06,0.10265001864548462,64.28799670459765,filling/absorbing
