host_id,is_early,morphology,logMstar,Mstar,Reff_kpc,stellar_age_Gyr,logsSFR,sSFR,metallicity,sigma_v_km_s,D_mass_proxy,D_potential_only,D_MR_age,D_sigma_age,logD_mass_proxy,logD_potential_only,logD_MR_age,logD_sigma_age,G_sat_literature,mu_resid_flux_component,mu_resid,H0_proxy
LIT_HOST_00010,False,late/star-forming,10.250071903728589,17785738542.718346,7.790372117094196,1.176774862065053,-9.302062092416941,4.988131655101312e-10,8.702987826998966,90.50439637587432,0.5408598968961607,0.27947316818593787,0.10601187736582059,0.17700064964589618,-0.2669152189690667,-0.5536598817602347,-0.9746454744950119,-0.7520251396432208,7.175488255837153e-07,-8.251811494212726e-08,0.07168186831863035,65.21139982771727
LIT_HOST_00011,True,early/quiescent,11.319995939962986,208927659899.1841,4.242969852370038,8.931240120403718,-11.127976242533286,7.447727145319023e-12,9.015343129061957,240.88706951978938,6.353438307912852,6.02771085430138,17.35342494381654,9.516579233290184,0.8030088172653305,0.7801524112946856,1.2393852017440457,0.9784808678088903,0.9999999995574794,-0.11499999994911014,-0.12536171947279917,71.40559468555179
LIT_HOST_00012,True,early/quiescent,10.531745878426571,34020906269.230858,2.4959156012404646,6.790192955293139,-10.715961305078242,1.9232630808436054e-11,8.912917116624383,187.29664317851007,1.0345673199285563,1.6685621972632632,3.652124217079716,4.3740548909291554,0.014758755728915681,0.22234240003772232,0.5625455404599726,0.6408842287880515,0.9999758008218911,-0.11499721709451748,-0.21617668512798338,74.4552341168045
LIT_HOST_00013,True,early/quiescent,11.84387811989537,698036480108.9077,14.555643714030207,6.377139512863668,-11.554642252818654,2.788417162875301e-12,9.090964768625312,256.04011094145164,21.227116195072554,5.870473346912593,12.067576579914043,7.676867714568375,1.3268909971977145,0.7686731206111789,1.0816200634988975,0.8851840570419168,0.9999999943728374,-0.1149999993528763,-0.12451064897732401,71.37761399971087
LIT_HOST_00014,False,late/star-forming,10.523315343303985,33366860319.614105,3.230062164509224,3.1566941418417125,-10.602668056066289,2.4965021472744813e-11,8.87292352126906,140.71518876572512,1.0146779448528223,1.2645350746092063,1.286721059335155,1.1477745347963837,0.006328220606328872,0.10193087994216753,0.10948440897008682,0.0598565850039911,0.9653330047368663,-0.11101329554473964,-0.0653323932738397,69.45865593218689
LIT_HOST_00015,False,late/star-forming,10.999817094767296,99957893381.10063,5.105153920687477,2.6108798187220623,-10.025640839056582,9.426688601133771e-11,8.620742336658669,172.72727447476385,3.039694740716489,2.3968158691047066,2.017170357201819,1.430378083426646,0.48282997206964073,0.3796346714540318,0.3047425774732802,0.15545084714550167,0.9984591436051454,-0.11482280151459173,-0.11477239463363173,71.058228376869
LIT_HOST_00016,False,late/star-forming,10.567459527388333,36936822072.69026,6.0533910483098285,2.6670343791714406,-9.095959680362778,8.017524941495672e-10,8.750311490060692,112.89710505398517,1.1232395961474497,0.7469425750064735,0.642150541621098,0.6242180906301821,0.0504724046906777,-0.12671278548909523,-0.19236314680469918,-0.20466364908463494,0.1767501274316402,-0.020326264654638625,-0.10789495168339919,70.83353022852789
LIT_HOST_00017,False,late/star-forming,10.385655683107712,24302764758.544827,3.581920841692653,2.7907919328962927,-9.295937664219597,5.058972699669495e-10,8.837364855725701,148.98225436006896,0.7390410474115309,0.8305506385166869,0.7471616974719768,1.1374666380503917,-0.13133143958994326,-0.0806338835522251,-0.12658539989752132,0.055938667638513934,0.38265110233814176,-0.04400487676888631,-0.029692907433851855,68.32796368226894
LIT_HOST_00018,True,early/quiescent,11.164286723173964,145977769402.03253,5.266057407034066,5.587043717316921,-12.091044767678536,8.108774671697696e-13,9.005784181644497,213.6750986280694,4.43914775415605,3.3933413657151927,6.111258377995092,4.684163237249329,0.6472996004763083,0.5306275513012119,0.7861306456516497,0.6706320212853263,0.9999993412583803,-0.11499992424471374,-0.12035069072087967,71.24100454621416
LIT_HOST_00019,True,early/quiescent,10.675314607463335,47349413885.82691,3.3254096359470773,5.760313718286683,-11.451871692123875,3.5328752957327787e-12,9.120951246805692,222.09641616477356,1.4398839300865984,1.742993926804228,3.2364062800479236,5.217606991500965,0.1583274847656792,0.24129587387992643,0.510063035223144,0.717471363409186,0.9999436149235041,-0.11499351571620298,-0.06803015376743733,69.54500253470435
LIT_HOST_00020,True,early/quiescent,9.294945433488335,1972174928.529026,0.7189404581608458,6.579598635125787,-11.805054720136559,1.56655367540194e-12,8.828123281664638,98.66577339189863,0.05997335033029074,0.33579863521704656,0.7121957099224306,1.1761821284805254,-1.2220416892093204,-0.4739210732929973,-0.14740064672835723,0.07047457622121615,0.30707859323055287,-0.035314038221513584,0.017941993871388763,66.84539558706004
LIT_HOST_00021,False,late/star-forming,8.674458155542233,472561303.2225273,2.179259995029991,2.840693163236684,-9.573725236915804,2.6685464275149223e-10,8.637251518835681,55.0,0.014370472000595795,0.026544559719690566,0.024306413234883147,0.15779448870204973,-1.8425289671554228,-1.5760244736716518,-1.6142791229017914,-0.8019081694921679,2.39010087420696e-11,-2.7486160053380043e-12,-0.08612376430052368,70.12690134184179
LIT_HOST_00022,True,early/quiescent,11.445160963495033,278715398607.82904,11.095174567861482,5.060342320963197,-10.965954408580425,1.0815474841635126e-11,8.969453300823618,213.21411236210005,8.475666129485504,3.075057501041414,5.01596113439823,4.224291854128371,0.928173840797377,0.4878532411363158,0.7003541627545227,0.6257539157423286,0.999997374877166,-0.1149996981108741,-0.19432255092273956,73.70965979335033
LIT_HOST_00023,True,early/quiescent,11.091815072302095,123542126452.4426,3.6093959914546527,5.904268465940232,-11.099057655471613,7.960536620010136e-12,8.994727693477504,257.7386157062939,3.756885417769558,4.189931838333,7.974327708387265,7.202233632176724,0.5748279496044397,0.6222069579360714,0.9016940792094748,0.8574672052773412,0.999999897724571,-0.11499998823832566,-0.08548234585205103,70.10619002843917
LIT_HOST_00024,True,early/quiescent,11.706050889159037,508218990454.6922,6.993653579020676,5.322127288766671,-11.1945821971501,6.388778081006372e-12,9.09094037422246,287.3328314780557,15.454813423563582,8.895557886743,15.260876302612052,8.06859446406628,1.1890637664613817,0.9491731901418448,1.1835794721812556,0.9067978879235795,0.9999999989121385,-0.11499999987489594,-0.3174502646743801,78.00994100568437
LIT_HOST_00025,False,late/star-forming,10.220729921038588,16623785292.425205,1.973309035166836,3.1231014769649583,-9.850000230574715,1.412536794681486e-10,8.758679347368188,132.9381885552875,0.5055251868056988,1.0312435232276347,1.0381697119092381,1.013509291630358,-0.29625720165906766,0.013361233960083974,0.01626835439973334,0.0058277345636056615,0.8610716937774783,-0.09902324478441,-0.03821112142349781,68.59652583423129
LIT_HOST_00026,False,late/star-forming,9.724091064279236,5297745170.896587,2.50681428574784,1.2253841712871418,-9.897466300892585,1.2662915216684921e-10,8.597459603264207,97.99140943377549,0.16110311641156777,0.2586993399268494,0.10218534403332659,0.21606797420335092,-0.7928960584184199,-0.5872046793874097,-0.9906113885641524,-0.6654095998797719,5.547408277209147e-07,-6.379519518790518e-08,-0.08220193286047026,70.00036154483428
LIT_HOST_00027,False,late/star-forming,10.186739445783058,15372321038.740927,13.339207324986198,3.206867324697847,-10.222268285122233,5.99420670144977e-11,8.577328915741333,81.57700413699284,0.46746846930750835,0.14107038138249778,0.14582697189586302,0.39188498349066214,-0.3302476769145979,-0.8505641595440475,-0.8361621422581246,-0.4068413777877574,6.68701336351148e-06,-7.690065368038202e-07,-0.0615423186563918,69.33752895827264
LIT_HOST_00028,False,late/star-forming,10.203101025181075,15962504223.504707,5.825659373751688,1.8586065388442412,-9.704634956683615,1.9740813397941656e-10,8.984808507909724,124.41216532816956,0.4854157935467861,0.3354149026769613,0.20095130926119112,0.5282691919013499,-0.3138860975165805,-0.4744176453477415,-0.696909159897135,-0.27714471616784314,6.309262112335183e-05,-7.255651429185461e-06,0.12728672865128227,63.56273132493988
LIT_HOST_00029,True,early/quiescent,10.266016396913622,18450850795.846256,4.451268598256668,6.17639004586747,-11.881852327297887,1.3126461608561709e-12,8.843521077053506,129.94571157364214,0.5610857955164017,0.5074099894356197,1.0102171849082706,1.915140952364231,-0.25097072578403323,-0.2946409870274497,0.004414752067197906,0.28220074309903725,0.8366023756636302,-0.09620927320131747,-0.14048073279636009,71.90449543128956
LIT_HOST_00030,True,early/quiescent,11.264148945960516,183716831193.40198,6.184412758267592,0.4,-11.405648819799035,3.929625652526393e-12,8.836192046781925,255.9221590185572,5.58678326113333,3.6364439318992496,0.4688759011974917,0.4810806605423578,0.7471618232628601,0.5606768958385723,-0.3289420881097431,-0.3177821013983196,0.023204860618393088,-0.0026685589711152053,-0.06586630600467554,69.47573624138944
LIT_HOST_00031,True,early/quiescent,11.910361796317035,813507940416.9197,21.612704413167393,4.686200456546249,-11.841932739231005,1.4390214274909773e-12,8.874092168490211,220.36669508283873,24.738574657516313,4.607645940591171,6.960188258011254,4.178831929250061,1.3933746736193797,0.6634790997651573,0.8426209864941461,0.6210549043651848,0.9999997349774133,-0.11499996952240255,-0.12449663177642376,71.37715324731006
LIT_HOST_00032,False,late/star-forming,10.766091913386132,58356859672.5285,8.466296410978012,2.567050333136994,-9.162975504640674,6.871071935873449e-10,8.619964372747528,124.01643691822986,1.7746176257937647,0.843771517822723,0.6982006844101919,0.7249949956129639,0.24910479068847668,-0.07377513866164595,-0.1560197298051055,-0.139664991201663,0.27833490938441685,-0.03200851457920794,-0.05047251028377964,68.98495710619916
LIT_HOST_00033,False,late/star-forming,10.523327983100412,33367831449.7501,3.8968092674974226,1.2782708895175587,-9.66428161804491,2.1662989137974407e-10,8.24549601028138,122.06079173177362,1.0147074766793451,1.0482026443801018,0.43190593749686695,0.34971751957420655,0.0063408604027561394,0.020445250995498095,-0.36461082557880126,-0.456282610573749,0.013192489530539173,-0.001517136296012005,-0.0755693266478666,69.78687668087507
LIT_HOST_00034,False,late/star-forming,9.906622437628275,8065335497.103128,4.3286078271659365,2.9007685088244464,-9.499638749919047,3.164909165651969e-10,8.715660441097853,100.70606062035027,0.24526485166296771,0.22808704280193529,0.21327242704437377,0.5402147188973724,-0.6103646850693802,-0.6418993854793965,-0.6710652887443153,-0.26743358703338144,9.569109179881874e-05,-1.1004475556864155e-05,0.029868739474542935,66.47925572858588
LIT_HOST_00035,False,late/star-forming,11.055410069959787,113608302281.35936,11.239063468117132,2.356779391601752,-9.248654703022142,5.640859686126587e-10,8.475959136400997,159.53624977463616,3.454800289055218,1.2373893207760776,0.9400399704693022,1.1014881139875723,0.5384229472621318,0.09250636354430679,-0.02685367982030058,0.04197981509780732,0.7556865569203718,-0.08690395404584277,0.11786076836213576,63.83924510417595
LIT_HOST_00036,False,late/star-forming,10.273219397927342,18759419615.855064,5.877609914876499,2.1970607785960263,-9.708625702449428,1.9560245331057247e-10,8.63493568841392,103.58357745087602,0.5704692967848188,0.3907014794907664,0.2766993581671579,0.4328784929203938,-0.24376772477031391,-0.4081549442053171,-0.5579918482489465,-0.3636339910822574,0.0005917933281785797,-6.805623274053667e-05,0.07726421049754402,65.04397203707433
LIT_HOST_00037,False,late/star-forming,10.357930561861883,22799775035.87661,7.730063013172253,2.4197574127258523,-9.29149022017516,5.111045884101277e-10,8.473152449225106,109.41886679657829,0.6933355027985897,0.3610554833410261,0.28162214284303966,0.5319837662244464,-0.15905656083577283,-0.4424260549992516,-0.5503332013179884,-0.27410162023636764,0.0006694942121089043,-7.6991834392524e-05,0.03438661218120295,66.3410856150821
LIT_HOST_00038,False,late/star-forming,10.614002028885142,41115164186.92193,5.772561067120772,2.183881560353431,-10.729620000102537,1.8637171425836746e-11,8.666501851530263,130.62372410450246,1.2503019433011726,0.8718864136676293,0.613776160764559,0.6842508248804914,0.09701490618748677,-0.05954008975836604,-0.21198998369413385,-0.1647846703652926,0.13530211944782775,-0.015559743736500192,-0.014893036083190734,67.86385151289866
LIT_HOST_00039,True,early/quiescent,10.534783143384393,34259667475.406086,3.407154166206359,5.933982848047401,-11.633533217106223,2.3252346330042847e-12,8.982414193574371,181.91856138220413,1.0418279889777822,1.2308858405254608,2.354426228588102,3.6061387946908785,0.01779602068673758,0.09021777581605063,0.37188508721066443,0.5570424380292983,0.9994773544499367,-0.11493989576174272,-0.07147322030992263,69.65535991436471
LIT_HOST_00040,False,late/star-forming,10.57733977071517,37786770048.14602,4.8067687271855215,2.0341858797192693,-10.189091281673557,6.47006611134491e-11,8.71229906356722,149.34853207059967,1.1490863032306542,0.9623054845977519,0.6309931158315875,0.8331720212381815,0.06035264801751443,-0.016687038965573466,-0.1999753789058866,-0.07926532252876584,0.15959863969528484,-0.01835384356495776,0.024077963351652694,66.65677594321731
LIT_HOST_00041,True,early/quiescent,10.00966692854908,10225085037.97033,1.7253309682220688,2.4883340585150906,-11.337657114478388,4.595607034286504e-12,9.011879430763003,133.14287741114168,0.31094229942198726,0.725472456034496,0.5819030545136744,0.810003109878384,-0.5073201941485752,-0.13937907174355635,-0.23514936311084764,-0.09151331371341342,0.09725049251457202,-0.011183806639175783,-0.13041709351236003,71.57202669401916
LIT_HOST_00042,True,early/quiescent,11.15438348161776,142686695968.99738,5.259815840456776,4.8988958929914155,-11.342101344119852,4.548818994990797e-12,8.946818124848932,196.5045176728609,4.339067027488793,3.320774307300458,5.243950642028519,3.473644857228922,0.6373963589201044,0.5212393602642231,0.7196585952996003,0.5407854144478642,0.9999980768245491,-0.11499977883482315,-0.0974427215798031,70.49339725990374
LIT_HOST_00043,False,late/star-forming,10.60265201445589,40054564527.44857,4.534742984161808,3.2918956459217394,-10.237507480173397,5.787520199914136e-11,8.434840977939917,128.4824329932659,1.2180493707643005,1.081249088105914,1.1473418589466162,0.9978739583426361,0.08566489175823408,0.033925754201669135,0.05969283841863693,-0.0009243110705415964,0.9258168736971685,-0.10646894047517438,-0.11976410997351442,71.22176278296234
LIT_HOST_00044,True,early/quiescent,11.290358405303724,195145439015.1782,8.882167740393022,2.2225461557790265,-11.202130672793082,6.278694137592684e-12,9.176853298073132,198.69905681567553,5.934324389847561,2.689464722301906,1.9268045602253558,1.6113301206294333,0.7733712826060686,0.42966585201622876,0.28483766550121137,0.2071845254473559,0.9978775205712666,-0.11475591486569565,0.02347047352418627,66.6754264118397
LIT_HOST_00045,True,early/quiescent,10.451760036731951,28298279823.6017,2.887020451614668,5.25777987434346,-11.497518207734268,3.1804003477030154e-12,9.182914711920874,173.7082739049818,0.860543669354574,1.199876627111336,2.0335741751404073,2.913302186823984,-0.06522708596570471,0.07913659361490792,0.3082600180323014,0.4643855348382707,0.9985439477277139,-0.11483255398868711,-0.17229574233447226,72.96574901698185
LIT_HOST_00046,False,late/star-forming,10.46174761453498,28956603174.731197,3.29421396322555,2.006133117158909,-9.54638905567615,2.841914084069529e-10,8.884606931657357,136.0279486924359,0.8805631191491966,1.0760246690866409,0.6958297615546557,0.6816448700406701,-0.05523950816267557,0.031822228138353184,-0.15749699984462373,-0.16644182937738758,0.27357750137467113,-0.03146141265808718,0.0789586280387462,64.99323749476696
LIT_HOST_00047,False,late/star-forming,9.609125062340354,4065603881.5529747,2.8927560358843505,3.1740181792533897,-9.60649331250682,2.474609566370532e-10,9.093971772762092,84.15031384805944,0.12363400546544256,0.1720440554314176,0.1760232785668722,0.41272712804822553,-0.9078620603573018,-0.7643603287851854,-0.7544298942050717,-0.3843369845404496,2.4966058790623253e-05,-2.8710967609216744e-06,-0.11439409074825534,71.0458500190751
LIT_HOST_00048,True,early/quiescent,10.948765575254875,88872127179.69289,3.2647817696179,5.2680601385558425,-11.107014663152984,7.816014148111774e-12,8.95024886621445,217.74109756592387,2.702579340627405,3.3322519890979185,5.658607680188801,4.586418336009652,0.431778452557219,0.5227378358730218,0.7527095846871498,0.6614736650329485,0.9999988710821867,-0.11499987017445147,-0.11453049137685954,71.05031289086935
LIT_HOST_00049,False,late/star-forming,10.2304728202838,17000935523.221622,7.333557911068236,2.969783381485084,-10.088295448802352,8.160270425465264e-11,8.515748794855494,99.62979118958964,0.5169942317628691,0.28378178215594585,0.271662885409896,0.5413091127301799,-0.286514302413855,-0.547015488241119,-0.5659696908522458,-0.26655466166726194,0.0005204226377471594,-5.984860334092334e-05,-0.08879712183159154,70.21328960478887
LIT_HOST_00050,False,late/star-forming,10.068009112905731,11695239311.647785,4.091969571933827,2.237149224635958,-9.70786567370353,1.9594506334188942e-10,8.94962512244356,94.75958239794733,0.3556493261767565,0.349867123670926,0.25230108207986823,0.3688785104946072,-0.44897800979192465,-0.4560968654025446,-0.5980808868573442,-0.4331166444355771,0.0003102195299961024,-3.5675245949551774e-05,-0.10459958849414644,70.7261168535052
LIT_HOST_00051,False,late/star-forming,10.549478698677733,35438774780.64937,5.308803086790741,1.2442770725939774,-8.534255854109453,2.922430191405713e-09,8.624662023786078,101.85436446288661,1.0776843496237947,0.8171626330288322,0.32775296002644544,0.23703829289263362,0.03249157598007747,-0.08769150087514889,-0.4844533773881555,-0.6251814892278825,0.0019335522187403113,-0.00022235850515513582,0.07549472126611279,65.09699666426576
LIT_HOST_00052,True,early/quiescent,10.995598063153674,98991536029.2268,6.5451520291751475,6.519807793914299,-11.556481696339935,2.7766318668298635e-12,8.850784044985353,172.46723368932896,3.010308053374607,1.8514191085219662,3.890993983541238,3.5611487386272507,0.47861094045601793,0.2675047417756905,0.5900605592753794,0.551590113246296,0.9999844690061067,-0.11499821393570228,-0.24793279927551423,75.55208541539027
LIT_HOST_00053,True,early/quiescent,10.078983666334107,11994541912.420229,2.206571710848966,9.629834299230469,-11.179927465964678,6.608038034600455e-12,9.055005761176016,164.52721603783812,0.36475104401690833,0.6654141587596174,2.0655317573403473,4.786702517306643,-0.4380034563635487,-0.17690796240054218,0.31503187659735277,0.6800364379046153,0.9986943121908832,-0.11484984590195157,-0.16094512272315942,72.58534093830596
LIT_HOST_00054,True,early/quiescent,10.668958448950105,46661473489.405815,5.4029932947414725,7.612619538366801,-11.061306585186891,8.683472131526424e-12,9.175443795723378,125.92095731872298,1.4189638332918915,1.0571836495474571,2.5942127393795054,2.216523214949915,0.1519713262524498,0.024150437692526297,0.4140055876887698,0.34567228428044583,0.9997348597686366,-0.11496950887339322,-0.2171090799150361,74.48721084294412
LIT_HOST_00055,True,early/quiescent,11.023136633140092,105471866864.00067,6.636507290633064,7.018853922139241,-11.35613253171272,4.404204418525341e-12,9.09903287016949,215.71064590769058,3.207373306455355,1.945465235672616,4.401601319350426,5.997240813155834,0.5061495104424367,0.28902347462038586,0.6436107032224813,0.7779514878447814,0.9999934483280898,-0.11499924655773033,-0.10976171521187933,70.89445032302349
LIT_HOST_00056,False,late/star-forming,10.200253660980023,15858191609.152119,2.3435510558983155,1.9709712939560888,-9.423079207306442,3.775033349982803e-10,8.686023132521116,120.00109915305191,0.48224367282162184,0.8283343262270452,0.5262680235194703,0.5211861575539775,-0.31673346171763295,-0.0817943410772712,-0.27879301727311834,-0.28300712745246287,0.05061301887672321,-0.00582049717082317,0.009808415914923749,67.0962446178238
LIT_HOST_00057,False,late/star-forming,10.490959321087969,30971291878.94314,2.8588880972972883,0.4,-9.709406893293625,1.9525092800538804e-10,8.62600613307367,156.35781995724463,0.9418293028514219,1.3261375788963785,0.17098956124758602,0.17957312065752276,-0.026027801609686905,0.12258858187876583,-0.7670304020695494,-0.7457586700281086,2.0377383865611682e-05,-2.3433991445453437e-06,-0.2310565640309118,74.96718600876763
LIT_HOST_00058,False,late/star-forming,10.745811365116777,55694378903.98021,10.371081612748474,1.9597557493622628,-9.4071375022545,3.9161786709326454e-10,8.379472016079461,108.05696047354768,1.6936522461157528,0.6573758276012629,0.4152758755148247,0.4201937292764175,0.2288242424191218,-0.18218626942444865,-0.3816632974841665,-0.3765504330366109,0.010053991587853316,-0.0011562090326031314,0.05914487851945857,65.58898660897276
LIT_HOST_00059,False,late/star-forming,10.2350970082421,17182921587.537815,5.052844005599647,2.3006379544052487,-9.155472041803009,6.990817394886885e-10,8.538261115700834,82.63965757946679,0.5225283828326256,0.4162819065155296,0.3087143660234,0.28851435326418345,-0.2818901144555557,-0.38061246509504165,-0.5104431601534104,-0.5398325763093808,0.0012726673589062481,-0.00014635674627421855,-0.0695077246168859,69.59234029340654
LIT_HOST_00060,True,early/quiescent,9.544717119847975,3505234841.3740788,1.0230925389604195,4.296098605246682,-11.46653569544684,3.415578762743811e-12,8.937230012242884,119.5657618478333,0.10659332196686261,0.419400186866606,0.5807963591224015,1.12779466848354,-0.9722700028496802,-0.37737138036777135,-0.23597611479075617,0.05223003718117659,0.09608685716058873,-0.011049988573467706,0.173404469978236,62.227019864901884
LIT_HOST_00061,False,late/star-forming,10.01271452101795,10297090293.552444,4.359402368589361,1.9838821570893495,-9.776374639402382,1.673498627828041e-10,8.600221215346846,96.4936547187924,0.3131319613815728,0.28914386536276576,0.1849059467273892,0.33919973815109045,-0.5042726016797061,-0.5388860174961712,-0.7330491213483429,-0.46954449167352075,3.52379745601581e-05,-4.052367074418182e-06,0.07335487896278611,65.16117706248707
LIT_HOST_00062,False,late/star-forming,11.045428155459815,111026885039.96594,10.187300244288636,2.3300593409187336,-9.395580124140595,4.0217945000046305e-10,8.789417566495668,149.23535936341455,3.3763000311281934,1.334121756912993,1.0020363423608356,0.9529115226618101,0.5284410327621594,0.12519546671878756,0.0008834730287804731,-0.020947421506033462,0.8286720270400216,-0.09529728310960249,-0.012213857128001854,67.78017221628909
LIT_HOST_00063,True,early/quiescent,10.100192031495718,12594821924.940739,2.13536068538296,3.4282939347889574,-11.764704378705533,1.71907815377149e-12,9.076516076354078,129.30411438992016,0.38300541028350293,0.7220166392723144,0.7978959879434289,1.0525551585977577,-0.4167950912019378,-0.14145279375878075,-0.0980537186822871,0.022244864077252912,0.4953915411418119,-0.05697002723130837,-0.3305080144769228,78.48045268266299
LIT_HOST_00064,True,early/quiescent,10.670664156802726,46845098536.23161,2.746531651273826,4.983386016253281,-11.499873805132584,3.1631966706810293e-12,8.983823600185545,202.99571919761988,1.4245478254131754,2.0878820755013265,3.3539108911072613,3.770860043679688,0.15367703410507014,0.31970596587940014,0.5255515198042061,0.5764404137671746,0.9999560711138217,-0.1149949481780895,0.025390828065964266,66.61648766714745
LIT_HOST_00065,False,late/star-forming,9.758540292756093,5735090728.154908,4.432096933756916,2.4443078517705,-10.265259466995294,5.4292586632217684e-11,8.70940718467913,84.39772544547556,0.17440268631352004,0.15840083253257695,0.12480569050411372,0.3197124238456564,-0.7584468299415625,-0.8002425401495935,-0.9037656125847295,-0.49524048696016665,2.2491054926982717e-06,-2.586471316603013e-07,0.003989607314668088,67.27628087702143
LIT_HOST_00066,False,late/star-forming,10.842247913557506,69542117996.53864,7.270828086508918,2.1764893367499187,-9.058392784151582,8.741927810847111e-10,8.713430138398143,130.1683724681493,2.1147585566497304,1.1708208686779684,0.8214252018826659,0.6771885693419659,0.32526079085985,0.06849045468327393,-0.08543197682851558,-0.16929038120930126,0.5461195536138137,-0.06280374866558858,-0.20151496217282794,73.95420775226951
LIT_HOST_00067,False,late/star-forming,10.28936372732837,19469900286.781044,7.214737499443346,2.4841397756227157,-9.938629567600847,1.1517823853145799e-10,8.607424745123122,102.36586181948525,0.5920748377355524,0.33034642425364996,0.2645249638579765,0.47800060735727556,-0.22762339536928589,-0.4810303897344679,-0.5775333362784246,-0.32057155156414524,0.0004319655339564387,-4.9676036404990456e-05,0.016435412674750283,66.89178943468153
